指令,模型名称,提示词方法,解析成功率,解析正确率,响应时间(s),解析结果,错误信息,错误类型,复杂度分级,意图标签,意图识别准确率,参数抽取准确率,合法JSON率,参数匹配F1,失败兜底成功率,area_正确率,drone_num_正确率,path_正确率,has_obstacle_正确率,obstacle_position_正确率,height_正确率
"批量施肥Q02,E08地块，4台无人机，大概高度15米，多个障碍，坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.707,"{""area"": ""Q02,E08"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 15}",,数值错误: has_obstacle,复杂 + 噪声,施肥,False,0.8571,True,0.8,False,True,True,True,False,True,True
"批量施肥Q02,E08地块，4台无人机，大概高度15米，多个障碍，坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1742,"{""area"": ""Q02,E08"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 15}",,数值错误: has_obstacle,复杂 + 噪声,施肥,False,0.8571,True,0.8,False,True,True,True,False,True,True
"批量施肥Q02,E08地块，4台无人机，大概高度15米，多个障碍，坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7318,"{""area"": ""Q02,E08"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 15}",,数值错误: has_obstacle,复杂 + 噪声,施肥,False,0.8571,True,0.8,False,True,True,True,False,True,True
"批量施肥Q02,E08地块，4台无人机，大概高度15米，多个障碍，坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2082,"{""area"": ""Q02,E08"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 15}",,数值错误: has_obstacle,复杂 + 噪声,施肥,False,0.8571,True,0.8,False,True,True,True,False,True,True
巡检O08地块，使用5台无人机，高度18米,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.795,"{""area"": ""O08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 18}",,,简单,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
巡检O08地块，使用5台无人机，高度18米,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.8218,"{""area"": ""O08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 18}",,,简单,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
巡检O08地块，使用5台无人机，高度18米,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.5054,"{""area"": ""O08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 18}",,,简单,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
巡检O08地块，使用5台无人机，高度18米,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.4901,"{""area"": ""O08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 18}",,,简单,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
巡检O08地块，使用5台无人机，高度18米,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.8535,"{""area"": ""O08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 18}",,,简单,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
G09地块施肥作业，5台无人机，网格状(grid)路径，大概高度25米，有障碍物,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7355,"{""area"": ""G09"", ""drone_num"": 5, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,施肥,False,0.8571,False,0.9091,False,True,True,True,True,False,True
G09地块施肥作业，5台无人机，网格状(grid)路径，大概高度25米，有障碍物,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.9973,"{""area"": ""G09"", ""drone_num"": 5, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,施肥,False,0.8571,False,0.9091,False,True,True,True,True,False,True
G09地块施肥作业，5台无人机，网格状(grid)路径，大概高度25米，有障碍物,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.0328,"{""area"": ""G09"", ""drone_num"": 5, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,施肥,False,0.8571,False,0.9091,False,True,True,True,True,False,True
G09地块施肥作业，5台无人机，网格状(grid)路径，大概高度25米，有障碍物,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.6512,"{""area"": ""G09"", ""drone_num"": 5, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,施肥,False,0.8571,False,0.9091,False,True,True,True,True,False,True
G09地块施肥作业，5台无人机，网格状(grid)路径，大概高度25米，有障碍物,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0077,"{""area"": ""G09"", ""drone_num"": 5, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,施肥,False,0.8571,False,0.9091,False,True,True,True,True,False,True
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.1878,"{""area"": ""C03,K01,A03"", ""drone_num"": 9, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 6}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.7693,"{""area"": ""C03,K01,A03"", ""drone_num"": 9, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 6}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.6235,"{""area"": ""C03,K01,A03"", ""drone_num"": 9, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 6}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.8044,"{""area"": ""C03,K01,A03"", ""drone_num"": 9, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 6}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.5851,"{""area"": ""C03,K01,A03"", ""drone_num"": 9, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 6}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.4441,"{""area"": ""F09"", ""drone_num"": 6, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 8}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.8571,False,0.9091,False,True,True,True,True,False,True
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.209,"{""area"": ""F09"", ""drone_num"": 6, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 8}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.8571,False,0.9091,False,True,True,True,True,False,True
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.4204,"{""area"": ""F09"", ""drone_num"": 6, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 8}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.8571,False,0.9091,False,True,True,True,True,False,True
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.6633,"{""area"": ""F09"", ""drone_num"": 6, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 8}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.8571,False,0.9091,False,True,True,True,True,False,True
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.9131,"{""area"": ""F09"", ""drone_num"": 6, ""path"": ""grid"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 8}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.8571,False,0.9091,False,True,True,True,True,False,True
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.1189,"{""area"": ""B01"", ""drone_num"": 2, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,4.3212,"{""area"": ""B01"", ""drone_num"": 2, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.6897,"{""area"": ""B01"", ""drone_num"": 2, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.029,"{""area"": ""B01"", ""drone_num"": 2, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.9036,"{""area"": ""B01"", ""drone_num"": 2, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,5.4378,"{""area"": ""D09,K06,Q07,C05"", ""drone_num"": 12, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [100, 100], ""height"": 11}",,"数值错误: has_obstacle,obstacle_position,height",复杂 + 噪声,施肥,False,0.5714,False,0.5455,False,True,True,True,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.7562,"{""area"": ""D09,K06,Q07,C05"", ""drone_num"": 12, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [100, 100], ""height"": 11}",,"数值错误: has_obstacle,obstacle_position,height",复杂 + 噪声,施肥,False,0.5714,False,0.5455,False,True,True,True,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.3282,"{""area"": ""D09,K06,Q07,C05"", ""drone_num"": 12, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [100, 100], ""height"": 11}",,"数值错误: has_obstacle,obstacle_position,height",复杂 + 噪声,施肥,False,0.5714,False,0.5455,False,True,True,True,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,24.1666,"{""area"": ""default_farm"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,"数值错误: area,drone_num",复杂 + 噪声,施肥,False,0.7143,True,0.6,True,False,False,True,True,True,True
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.9222,"{""area"": ""D09,K06,Q07,C05"", ""drone_num"": 12, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [100, 100], ""height"": 11}",,"数值错误: has_obstacle,obstacle_position,height",复杂 + 噪声,施肥,False,0.5714,False,0.5455,False,True,True,True,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.751,"{""area"": ""R05,J04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.7931,"{""area"": ""R05,J04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.0375,"{""area"": ""R05,J04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.6519,"{""area"": ""R05,J04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,2.8273,"{""area"": ""R05,J04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,中等 + 噪声,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
